Datetime,High
2023-01-12 09:30:00,146.4199981689453
2023-01-12 09:31:00,146.3000030517578
2023-01-12 09:32:00,145.89999389648438
2023-01-12 09:33:00,145.6699981689453
2023-01-12 09:34:00,145.75
2023-01-12 09:35:00,145.69000244140625
2023-01-12 09:36:00,145.55999755859375
2023-01-12 09:37:00,145.5
2023-01-12 09:38:00,145.7100067138672
2023-01-12 09:39:00,146.0800018310547
2023-01-12 09:40:00,145.6125946044922
2023-01-12 09:41:00,145.30999755859375
2023-01-12 09:42:00,145.2449951171875
2023-01-12 09:43:00,145.2899932861328
2023-01-12 09:44:00,145.44000244140625
2023-01-12 09:45:00,145.44000244140625
2023-01-12 09:46:00,145.4199981689453
2023-01-12 09:47:00,145.32000732421875
2023-01-12 09:48:00,145.3000030517578
2023-01-12 09:49:00,145.2512969970703
2023-01-12 09:50:00,145.24049377441406
2023-01-12 09:51:00,145.25
2023-01-12 09:52:00,145.2100067138672
2023-01-12 09:53:00,145.0800018310547
2023-01-12 09:54:00,145.1199951171875
2023-01-12 09:55:00,145.22000122070312
2023-01-12 09:56:00,145.3000030517578
2023-01-12 09:57:00,145.38999938964844
2023-01-12 09:58:00,145.5
2023-01-12 09:59:00,145.48500061035156
2023-01-12 10:00:00,145.36000061035156
2023-01-12 10:01:00,145.44000244140625
2023-01-12 10:02:00,145.55999755859375
2023-01-12 10:03:00,145.4199981689453
2023-01-12 10:04:00,145.47000122070312
2023-01-12 10:05:00,145.5
2023-01-12 10:06:00,145.52999877929688
2023-01-12 10:07:00,145.51499938964844
2023-01-12 10:08:00,145.33999633789062
2023-01-12 10:09:00,145.1300048828125
2023-01-12 10:10:00,145.30340576171875
2023-01-12 10:11:00,145.4499969482422
2023-01-12 10:12:00,145.6999969482422
2023-01-12 10:13:00,145.6699981689453
2023-01-12 10:14:00,145.6199951171875
2023-01-12 10:15:00,145.72999572753906
2023-01-12 10:16:00,145.7100067138672
2023-01-12 10:17:00,145.7238006591797
2023-01-12 10:18:00,145.69500732421875
2023-01-12 10:19:00,145.63999938964844
2023-01-12 10:20:00,145.72000122070312
2023-01-12 10:21:00,145.6999969482422
2023-01-12 10:22:00,145.60000610351562
2023-01-12 10:23:00,145.6199951171875
2023-01-12 10:24:00,145.63999938964844
2023-01-12 10:25:00,145.75
2023-01-12 10:26:00,145.77000427246094
2023-01-12 10:27:00,145.75
2023-01-12 10:28:00,145.5699005126953
2023-01-12 10:29:00,145.6511993408203
2023-01-12 10:30:00,145.5500030517578
2023-01-12 10:31:00,145.44000244140625
2023-01-12 10:32:00,145.57000732421875
2023-01-12 10:33:00,145.63499450683594
2023-01-12 10:34:00,145.5800018310547
2023-01-12 10:35:00,145.6999969482422
2023-01-12 10:36:00,145.7100067138672
2023-01-12 10:37:00,145.64999389648438
2023-01-12 10:38:00,145.66000366210938
2023-01-12 10:39:00,145.66000366210938
2023-01-12 10:40:00,145.69000244140625
2023-01-12 10:41:00,145.5500030517578
2023-01-12 10:42:00,145.5
2023-01-12 10:43:00,145.47999572753906
2023-01-12 10:44:00,145.3350067138672
2023-01-12 10:45:00,145.37469482421875
2023-01-12 10:46:00,145.19000244140625
2023-01-12 10:47:00,145.25
2023-01-12 10:48:00,145.24000549316406
2023-01-12 10:49:00,145.27999877929688
2023-01-12 10:50:00,145.3300018310547
2023-01-12 10:51:00,145.4199981689453
2023-01-12 10:52:00,145.50999450683594
2023-01-12 10:53:00,145.55999755859375
2023-01-12 10:54:00,145.57000732421875
2023-01-12 10:55:00,145.55999755859375
2023-01-12 10:56:00,145.58999633789062
2023-01-12 10:57:00,145.6199951171875
2023-01-12 10:58:00,145.63999938964844
2023-01-12 10:59:00,145.6699981689453
2023-01-12 11:00:00,145.55999755859375
2023-01-12 11:01:00,145.3699951171875
2023-01-12 11:02:00,145.3699951171875
2023-01-12 11:03:00,145.38999938964844
2023-01-12 11:04:00,145.38999938964844
2023-01-12 11:05:00,145.5399932861328
2023-01-12 11:06:00,145.5500030517578
2023-01-12 11:07:00,145.47999572753906
2023-01-12 11:08:00,145.47000122070312
2023-01-12 11:09:00,145.44000244140625
2023-01-12 11:10:00,145.44000244140625
2023-01-12 11:11:00,145.4600067138672
2023-01-12 11:12:00,145.35499572753906
2023-01-12 11:13:00,145.3800048828125
2023-01-12 11:14:00,145.4600067138672
2023-01-12 11:15:00,145.4250030517578
2023-01-12 11:16:00,145.42999267578125
2023-01-12 11:17:00,145.42999267578125
2023-01-12 11:18:00,145.35800170898438
2023-01-12 11:19:00,145.3300018310547
2023-01-12 11:20:00,145.33999633789062
2023-01-12 11:21:00,145.3699951171875
2023-01-12 11:22:00,145.41000366210938
2023-01-12 11:23:00,145.3800048828125
2023-01-12 11:24:00,145.35499572753906
2023-01-12 11:25:00,145.30999755859375
2023-01-12 11:26:00,145.17999267578125
2023-01-12 11:27:00,145.10000610351562
2023-01-12 11:28:00,145.13999938964844
2023-01-12 11:29:00,145.17999267578125
2023-01-12 11:30:00,145.1300048828125
2023-01-12 11:31:00,145.14999389648438
2023-01-12 11:32:00,145.0500030517578
2023-01-12 11:33:00,145.00999450683594
2023-01-12 11:34:00,144.9199981689453
2023-01-12 11:35:00,144.92889404296875
2023-01-12 11:36:00,144.89999389648438
2023-01-12 11:37:00,144.99000549316406
2023-01-12 11:38:00,145.13499450683594
2023-01-12 11:39:00,145.11000061035156
2023-01-12 11:40:00,145.1199951171875
2023-01-12 11:41:00,145.16000366210938
2023-01-12 11:42:00,145.1199951171875
2023-01-12 11:43:00,145.14999389648438
